Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_Platform,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_PowerPlan,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value,Gen_0,Gen_1,Gen_2,Allocated_Bytes
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Overhead,Jitting,1,260492,1,260492,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Jitting,1,146156332,1,146156332,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Pilot,1,318721077,2,159360538.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Pilot,2,431243174,3,143747724.67,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Pilot,3,582958103,4,145739525.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,1,636845879,4,159211469.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,2,794742604,4,198685651,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,3,865278069,4,216319517.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,4,937275054,4,234318763.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,5,879221697,4,219805424.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,6,679133358,4,169783339.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,7,847961236,4,211990309,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Warmup,8,801923686,4,200480921.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,1,761415116,4,190353779,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,2,792274663,4,198068665.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,3,801741867,4,200435466.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,4,727278062,4,181819515.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,5,709491293,4,177372823.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,6,715031238,4,178757809.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,7,764475299,4,191118824.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,8,660219648,4,165054912,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,9,629232168,4,157308042,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,10,796429567,4,199107391.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,11,648447080,4,162111770,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,12,672506460,4,168126615,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,13,595452473,4,148863118.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,14,589816998,4,147454249.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,15,589404098,4,147351024.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,16,579224406,4,144806101.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,17,586382679,4,146595669.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,18,585373098,4,146343274.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,19,600437306,4,150109326.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,20,597445022,4,149361255.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,21,572964824,4,143241206,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,22,576090793,4,144022698.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,23,595226392,4,148806598,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,24,585548498,4,146387124.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,25,558401038,4,139600259.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,26,580271716,4,145067929,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,27,567041628,4,141760407,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,28,570819444,4,142704861,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,29,561572725,4,140393181.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,30,572567015,4,143141753.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,31,587451184,4,146862796,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,32,556619687,4,139154921.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,33,566550352,4,141637588,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,34,572627745,4,143156936.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,35,577865316,4,144466329,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,36,588382083,4,147095520.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,37,562481529,4,140620382.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,38,573028466,4,143257116.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,39,605363955,4,151340988.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,40,563783345,4,140945836.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,41,581545547,4,145386386.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,42,575398375,4,143849593.75,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,43,553551804,4,138387951,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,44,589592389,4,147398097.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,45,560428401,4,140107100.25,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,46,561835872,4,140458968,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,47,558650798,4,139662699.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,48,585599242,4,146399810.5,0,0,0,0
BenchmarkPrimeSum.Sequential,DataParallelism,BenchmarkPrimeSum,Sequential,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Core(Runtime=Core),N=1000000,1,Workload,Actual,49,623942939,4,155985734.75,0,0,0,0
